id,name,description
232600,广州万孚生物技术股份有限公司回购专用证券账户,这是一个基金产品
232601,BOBC/SCHRODERCHINA DRAGON FUND,这是一个基金产品
232602,平安财富·金蕴60期(汇鸿1号)集合资金信托,这是一个基金产品
232603,阿巴马万象益新67号私募证券投资基金,这是一个基金产品
232604,民享5期证券投资集合资金信托,这是一个基金产品
232605,玉泉渤海人寿1号资产管理计划,这是一个基金产品
232606,上银基金财富34号美林资产管理计划,这是一个基金产品
232607,东吴证券股份有限公司约定回购转用账户,这是一个基金产品
232608,东方14号私募投资基金,这是一个基金产品
232609,前海开源融汇1号资产管理计划,这是一个基金产品
232610,兴全合丰三年持有期混合型证券投资基金,这是一个基金产品
232611,国金自主创新混合型证券投资基金,这是一个基金产品
232612,致远二号结构化证券投资集合资金信托计划,这是一个基金产品
232613,巨田基础行业证券股资基金,这是一个基金产品
232614,前海福万方1期私募证券投资基金,这是一个基金产品
232615,深乾天诣二号私募证券投资基金,这是一个基金产品
232616,华鑫信托·价值回报29号证券投资集合资金信托计划,这是一个基金产品
232617,陕国投·聚宝盆32号证券投资集合资金信托计划,这是一个基金产品
232618,金诚1号员工持股特定客户资产管理计划,这是一个基金产品
232619,长安安州价值优选多策略19号分级资产管理计划,这是一个基金产品
232620,2015年度第一期员工持股计划,这是一个基金产品
232621,中信建投基金方信5号资产管理计划,这是一个基金产品
232622,工银瑞信创新动力股票型证券投资基金,这是一个基金产品
232623,光大保德信量化核心证券投资基金,这是一个基金产品
232624,国瓷1号定向资产管理计划,这是一个基金产品
232625,富业盛德盛德1号私募证券投资基金,这是一个基金产品
232626,C ICCFT7(QFII),这是一个基金产品
232627,枫池启航2号私募证券投资基金,这是一个基金产品
232628,定向增发14号资产管理计划,这是一个基金产品
232629,国恩笠君1号私募证券投资基金,这是一个基金产品
232630,华安东兴有限缓冲定增资产管理计划,这是一个基金产品
232631,淄博齐翔腾达化工股份有限公司回购专用证券账户,这是一个基金产品
232632,上海纳尔实业股份有限公司回购专用证券账户,这是一个基金产品
232633,中国农业银行–长城安心回报混合型证券投资基金,这是一个基金产品
232634,万家潜力价值灵活配置混合型证券投资基金,这是一个基金产品
232635,北京和聚投资管理有限公司,这是一个基金产品
232636,财昇东方红事件驱动二号私募证券投资基金,这是一个基金产品
232637,施罗德环球基金系列中国 A 股(交易所),这是一个基金产品
232638,燕云乐享.臻选2号私募证券投资基金,这是一个基金产品
232639,富国新机遇灵活配置混合型发起式证券投资基金,这是一个基金产品
232640,九泰基金,这是一个基金产品
232641,新华基金公司—农行—华融信托·新华3号权益投资集合资金信托计划,这是一个基金产品
232642,宽奇平衡稳健一号基金,这是一个基金产品
232643,雷根多策略基金,这是一个基金产品
232644,中信盈时沣元1号资产管理计划,这是一个基金产品
232645,GT Newly Industrialized Coun.FD,这是一个基金产品
232646,策略叁号私募投资基金,这是一个基金产品
232647,中航信托·天启(2016)163号南京高科华睿集合资金信托计划,这是一个基金产品
232648,瑞盈2号专项资产管理计划,这是一个基金产品
232649,国元证券淮矿创新单一资产管理计划,这是一个基金产品
232650,轻盐智选35号私募证券投资基金,这是一个基金产品
232651,玄元六度元宝8号私募投资基金,这是一个基金产品
232652,摩根士丹利华鑫健康产业混合型证券投资基金,这是一个基金产品
232653,建苏706,这是一个基金产品
232654,中和资本共赢私募证券投资基金,这是一个基金产品
232655,诺安价值增长股票增长投资基金,这是一个基金产品
232656,建信核心精选混合型证券投资基金,这是一个基金产品
232657,禧悦三石私募证券投资基金,这是一个基金产品
232658,云南信托·聚鑫36号集合资金信托计划,这是一个基金产品
232659,大黄蜂价值策略私募投资基金,这是一个基金产品
232660,西宁特殊钢股份有限公司破产企业财产处置专用账户,这是一个基金产品
232661,首控1期资产管理计划,这是一个基金产品
232662,中山证券有限责任公司转融通担保证券明细账户,这是一个基金产品
232663,“辉煌”60号单一资金信托,这是一个基金产品
232664,天璇单一资产管理计划,这是一个基金产品
232665,华润信托·宽远价值复兴证券投资集合资金信托计划,这是一个基金产品
232666,弘悦晟泽一号私募证券投资基金,这是一个基金产品
232667,富春定增宝利1号资产管理计划,这是一个基金产品
232668,万能 H,这是一个基金产品
232669,EMERG INGMARKETS FUND,这是一个基金产品
232670,CUSTOMERS’SEGREGATED ACCOUNT,这是一个基金产品
232671,融新167号资金信托合同,这是一个基金产品
232672,招商银行股份有限公司一万家中证1000指数增强型发起式证券投资基金,这是一个基金产品
232673,明湾天机量化私募证券投资基金,这是一个基金产品
232674,华鑫信托·稳健投资12号证券投资集合资金信托计划,这是一个基金产品
232675,明湖汇天峰3号私募证券投资基金,这是一个基金产品
232676,宏利价值优化型成长类行业混合型证券投资基金,这是一个基金产品
232677,上投摩根内需动力股票型证券,这是一个基金产品
232678,刘辉,这是一个基金产品
232679,万家臻选混合型证券投资基金,这是一个基金产品
232680,中信信托稳健分层型证券投资集合资金信托计划1318C期,这是一个基金产品
232681,金卡智能集团股份有限公司回购专用证券账户,这是一个基金产品
232682,中金卡莱特1号员工参与创业板战略配售集合资产管理计划,这是一个基金产品
232683,嘉实优化红利股票型证券投资基金,这是一个基金产品
232684,信达澳银中小盘股票型证券投资基金,这是一个基金产品
232685,新股申购单一资金信托项目(建行财富第一期(23期)),这是一个基金产品
232686,财通基金玉泉881号单一资产管理计划,这是一个基金产品
232687,上海证券有限责任公司客户信用交易担保证券账户,这是一个基金产品
232688,红塔资产光大沃富腾安价值2号特定多个客户资产管理计划,这是一个基金产品
232689,笃熙医药成长私募证券投资基金,这是一个基金产品
232690,宝盈医疗健康沪港深股票型证券投资基金,这是一个基金产品
232691,民生资管战略投资3号资产管理计划,这是一个基金产品
232692,国人一号私募证券投资基金,这是一个基金产品
232693,华商基金瑞梦全天候1号单一资产管理计划,这是一个基金产品
232694,财通证券有限责任公司自营投资账户,这是一个基金产品
232695,天元证券投资基金,这是一个基金产品
232696,民生证券曲美家居1号集合资产管理计划,这是一个基金产品
232697,乘安99传承1号私募证券投资基金,这是一个基金产品
232698,国君资管—兴业—国泰君安君享展博一号限额特定资产管理计划,这是一个基金产品
232699,中信证券久实价值2号单一资产管理计划,这是一个基金产品
232700,华泰资产价值优选资产管理产品,这是一个基金产品
232701,启元领航1号私募证券投资基金,这是一个基金产品
232702,摩根士丹利华鑫新兴产业股票型证券投资基金,这是一个基金产品
232703,19美04EB担保及信托财产专户,这是一个基金产品
232704,蔚蓝锂芯1号集合资金信托计划,这是一个基金产品
232705,富利达二期投资基金,这是一个基金产品
232706,君合和盈二号私募证券投资基金,这是一个基金产品
232707,博时睿远事件驱动灵活配置混合型证券投资基金(LOF),这是一个基金产品
232708,G湘电,这是一个基金产品
232709,湖北三峡旅游集团股份有限公司回购专用证券账户,这是一个基金产品
232710,财通基金享盈9号单一资产管理计划,这是一个基金产品
232711,睿信宏观对冲2号基金,这是一个基金产品
232712,朴海定增一号私募投资基金,这是一个基金产品
232713,大华永诚一号私募证券投资基金,这是一个基金产品
232714,悟空蓝海鼎铁1号私募证券投资基金,这是一个基金产品
232715,领航1号资产管理计划,这是一个基金产品
232716,洝桦私募投资基金,这是一个基金产品
232717,南京红证利德振兴产业投资发展管理中心(有限合伙),这是一个基金产品
232718,宁波梅山保税港区深华腾十股东名称七号股权投资中心(有限合伙),这是一个基金产品
232719,华商未来主题股票型证券投资基金,这是一个基金产品
232720,富春定增125号资产管理计划,这是一个基金产品
232721,西部证券维克液压员工参与创业板战略配售集合资产管理计划,这是一个基金产品
232722,中信证券积极策略2号集合资产管理计划,这是一个基金产品
232723,聚睿2号证券投资基金,这是一个基金产品
232724,斌诺鑫源1号私募证券投资基金,这是一个基金产品
232725,华夏智胜价值成长股票型发起式证券投资基金,这是一个基金产品
232726,顾家集团有限公司2021年非公开发行可交换公司债券(第二期)质押专户,这是一个基金产品
232727,一村尊享12号私募证券投资基金,这是一个基金产品
232728,九章幻方青溪2号私募基金,这是一个基金产品
232729,迪瑞2号结构化证券投资集合资金信托计划,这是一个基金产品
232730,浙金·富业1号单一资金信托计划,这是一个基金产品
232731,上元4号私募基金,这是一个基金产品
232732,中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合,这是一个基金产品
232733,慧富8号专项资产管理计划,这是一个基金产品
232734,中国农业银行股份有限公司—华泰柏瑞远见智选混合型证券投资基金,这是一个基金产品
232735,交银施罗德均衡成长一年持有期混合型证券投资基金,这是一个基金产品
232736,瑞华精选9号私募证券投资基金,这是一个基金产品
232737,宁聚开阳11号私募证券投资基金,这是一个基金产品
232738,中融宏创,这是一个基金产品
232739,Mitsubishi UFJ Ltd,这是一个基金产品
232740,中国民族证券有限责任公司约定购回专用账户,这是一个基金产品
232741,金元鼎盛7号集合资产管理计划,这是一个基金产品
232742,瑞力阳光资产管理计划,这是一个基金产品
232743,汇添富科创板2年定期开放混合型证券投资基金,这是一个基金产品
232744,佛山电器照明股份有限公司回购专用证券账户,这是一个基金产品
232745,渤海信托·恒利丰199号单一资金信托,这是一个基金产品
232746,中国工商银行—诺安成长股票型证券投资基金,这是一个基金产品
232747,首联鑫河1号资金信托计划,这是一个基金产品
232748,铭泰一期证券投资基金,这是一个基金产品
232749,塔基综合策略私募证券投资基金,这是一个基金产品
232750,北京君成朱红二号私募证券投资基金,这是一个基金产品
232751,FIRST STATE GREATER CHINA GROWTH FUND,这是一个基金产品
232752,上海允公资产管理有限公司一允公慧享精选6号私募投资基金,这是一个基金产品
232753,财通证券资管久其财富1号集合资产管理计划,这是一个基金产品
232754,国泰江源优势精选灵活配置混合型证券投资基金,这是一个基金产品
232755,厚葳远望价值1号私募证券投资基金,这是一个基金产品
232756,鹏华可转债债券型证券投资基金,这是一个基金产品
232757,慧智投资8号结构化集合资金信托计划,这是一个基金产品
232758,东吴证券股份有限公司客户信用交易担保证券账户,这是一个基金产品
232759,理成全球视野诺亚专享8号私募投资基金,这是一个基金产品
232760,默炫1号投资基金,这是一个基金产品
232761,瓴沃逺行价值成长一号私募证券投资基金,这是一个基金产品
232762,湖南信托·三诺生物１号集合资金信托计划,这是一个基金产品
232763,盛屯矿业集团股份有限公司回购专用证券账户,这是一个基金产品
232764,青骓旭照九期私募证券投资基金,这是一个基金产品
232765,金鼎基金证券投资基金,这是一个基金产品
232766,深圳市领泰基石投资合伙企业(有限伙),这是一个基金产品
232767,银华中小盘精选股票型证券投资基金,这是一个基金产品
232768,君奇新三板启航一号私募投资基金,这是一个基金产品
232769,东方主题精选混合型证券投资基金,这是一个基金产品
232770,中信建投定增11号资产管理计划,这是一个基金产品
232771,中融增强58号,这是一个基金产品
232772,兴赢1号2期特定多客户专项资产管理计划,这是一个基金产品
232773,北方信托阳昊套利二号证券投资集合资金信托计划,这是一个基金产品
232774,赤峰吉隆黄金矿业股份有限公司回购专用证券账户,这是一个基金产品
232775,2016年员工持股计划,这是一个基金产品
232776,铸锋纯钧11号私募证券投资基金,这是一个基金产品
232777,歌斐定向增发主题投资基金,这是一个基金产品
232778,富诚海富通·恒宇天泽天星资本新三板1号专项资产管理计划,这是一个基金产品
232779,晋泽1号单一资金信托,这是一个基金产品
232780,聚利43号单一资金信托,这是一个基金产品
232781,和信融智PIPE16号私募投资基金,这是一个基金产品
232782,宁水金溪荷御一号私募证券投资基金,这是一个基金产品
232783,渝信增利3号单一资金信托,这是一个基金产品
232784,富兰克林国海弹性市值股票型证券投资基金,这是一个基金产品
232785,宝英生命健康投资基金,这是一个基金产品
232786,上海通怡投资管理有限公司一通怡杏春1号私募证券投资基金,这是一个基金产品
232787,诺安资管星雨7号专项资产管理计划,这是一个基金产品
232788,北部湾港股份有限公司回购专用证券账户,这是一个基金产品
232789,华安核心优选混合型证券投资基金,这是一个基金产品
232790,吉林信托·锡业股份定向增发集合资金信托,这是一个基金产品
232791,瑞华信1号资产管理计划,这是一个基金产品
232792,中珏恩视宏达价值1号私募证券投资基金,这是一个基金产品
232793,中国工商银行易方达价值精选股票型证券投资基金,这是一个基金产品
232794,艾方全天候2号E期私募证券投资基金,这是一个基金产品
232795,玄元科新12号私募证券投资基金,这是一个基金产品
232796,北信瑞丰基金丰盈6号资产管理计划,这是一个基金产品
232797,银华基金国寿股份均衡股票型组合单一资产管理计划,这是一个基金产品
232798,中融鼎辉1号证券投资,这是一个基金产品
232799,宝盈互联网沪港深灵活配置混合型证券投资基金,这是一个基金产品
232800,万家精选混合型证券投资基金,这是一个基金产品
232801,如东鑫濠产业投资基金管理中心(有限合伙),这是一个基金产品
232802,瑞聚6号单一资金信托,这是一个基金产品
232803,新睿1号集合资产管理计划,这是一个基金产品
232804,陕国投·持盈3号证券投资集合资金信托计划,这是一个基金产品
232805,华泰柏瑞鼎利灵活配置混合型证券投资基金,这是一个基金产品
232806,中欧盛世清水源28号资产管理计划,这是一个基金产品
232807,中国银行嘉实成长收益型证券投资基金,这是一个基金产品
232808,外贸信托·汇金聚富43期证券投资集合资金信托计划,这是一个基金产品
232809,易方达双债增强债券型证券投资基金,这是一个基金产品
232810,东兴证券兴惠2号单一资产管理计划,这是一个基金产品
232811,玄元科新61号私募证券投资基金,这是一个基金产品
232812,丰金20号集合资金信托计划,这是一个基金产品
232813,国元恒升一期资金信托,这是一个基金产品
232814,大观良兴号私募投资基金,这是一个基金产品
232815,中国银河证券客户信用交易担保证券账户,这是一个基金产品
232816,博润银泰多策略7号私募证券投资基金,这是一个基金产品
232817,长安纯熙2号分级,这是一个基金产品
232818, 集团自有基金,这是一个基金产品
232819,盛通股份2号员工持股集合资金信托计划,这是一个基金产品
232820,国泰中诚分级2号资产管理计划,这是一个基金产品
232821,易方达研究精选1号股票型资产管理计划,这是一个基金产品
232822,安信乾盛财富管理(深圳)有限公司,这是一个基金产品
232823,融钰雅韵34号结构化证券投资集合资金信托计划,这是一个基金产品
232824,易方达沪深300医药卫生交易型开放式指数证券投资基金,这是一个基金产品
232825,华澳·臻智72号证券投资集合资金信托计划,这是一个基金产品
232826,中融增强27号,这是一个基金产品
232827,天洋新材(上海)科技股份有限公司回购专用证券账户,这是一个基金产品
232828,财通价值动量混合型证券投资基金,这是一个基金产品
232829,道永一号集合资金信托,这是一个基金产品
232830,云信富春28号单一资金信托,这是一个基金产品
232831,集合计划,这是一个基金产品
232832,嘉实量化阿尔法股票型,这是一个基金产品
232833,蒹葭私募投资基金,这是一个基金产品
232834,集合类资金信托2006年第12号,这是一个基金产品
232835,天弘通利混合型证券投资基金,这是一个基金产品
232836,万乘复兴1号私募证券投资基金,这是一个基金产品
232837,单一类资金信托R2009ZX004,这是一个基金产品
232838,上海意志坚定1期全天候证券投资基金,这是一个基金产品
232839,东海基金—光大银行—东海基金—光大银行—鑫龙76号资产管理计划,这是一个基金产品
232840,ACCOUNTCLIENT,这是一个基金产品
232841,恒盛定向增发投资集合基金,这是一个基金产品
232842,晟世7号私募证券投资基金,这是一个基金产品
232843,贝塔3号结构化证券投资集合资金信托项目,这是一个基金产品
232844,玖盈一号私募证券投资基金,这是一个基金产品
232845,渤海证券股份有限公司做市专用证券账户,这是一个基金产品
232846,财通基金安吉239号单一资产管理计划,这是一个基金产品
232847,富纳财富传承23号私募证券投资基金,这是一个基金产品
232848,保宁新兴市场中小企基金(美国),这是一个基金产品
232849,江信基金聚财51号资产管理计划,这是一个基金产品
232850,长江资管超越理财东湖16号集合资产管理计划,这是一个基金产品
232851,景富和期私募证券投资基金,这是一个基金产品
232852,中融增强13号,这是一个基金产品
232853,国金证券春晖智控员工参与创业板战略配售集合资产管理计划,这是一个基金产品
232854,泰润熹玥1号私募证券投资基金,这是一个基金产品
232855,深圳市中装建设集团股份有限公司回购专用证券账户,这是一个基金产品
232856,君弘钱江五十期私募证券投资基金,这是一个基金产品
232857,甬江十七号,这是一个基金产品
232858,久富大泽1号基金,这是一个基金产品
232859,左启信义利趋势七号私募证券投资基金,这是一个基金产品
232860,长信银利精选开放式证券投资基金,这是一个基金产品
232861,光大保德信新增长混合型证券投资基金,这是一个基金产品
232862,广东领益智造股份有限公司回购专用证券账户,这是一个基金产品
232863,兴证资管阿尔法科睿109号单一资产管理计划,这是一个基金产品
232864,银河嘉汇5号集合资产管理计划,这是一个基金产品
232865,东方合盈天时2号私募证券投资基金,这是一个基金产品
232866,皓熙轻盐1期集合资金信托计划,这是一个基金产品
232867,博雅生物制药集团股份有限公司回购专用证券账户,这是一个基金产品
232868,财通基金玉泉添鑫1号单一资产管理计划,这是一个基金产品
232869,开源证券股份有限公司客户信用交易担保证券账户,这是一个基金产品
232870,阿杏朝阳6号私募证券投资基金,这是一个基金产品
232871,添橙添利十号私募证券投资基金,这是一个基金产品
232872,天蝎座36号私募证券投资基金,这是一个基金产品
232873,蕴沣驰虹1号私募证券投资基金,这是一个基金产品
232874,润之信15期集合资金信托计划,这是一个基金产品
232875,前海佰德纳资本大轮动7号私募证券投资基金,这是一个基金产品
232876,平安证券新创25号单一资产管理计划,这是一个基金产品
232877,粤财信托·宜华定增1号单一资金信托计划,这是一个基金产品
232878,硅谷惠银定增1号资产管理计划,这是一个基金产品
232879,壹诺远见1号私募证券投资基金,这是一个基金产品
232880,云溪钻石女神1号私募证券投资基金,这是一个基金产品
232881,旗峰1号策略精选集合,这是一个基金产品
232882,山西证券股份有限公司自营账户,这是一个基金产品
232883,蓝墨曜文1号私募投资基金,这是一个基金产品
232884,玄元科新203号私募证券投资基金,这是一个基金产品
232885,聚富31号资产管理计划,这是一个基金产品
232886,价值精选1号证券投资集合资金信托计划,这是一个基金产品
232887,中欧品质消费股票型发起式证券投资基金,这是一个基金产品
232888,鑫鑫三号私募证券投资基金,这是一个基金产品
232889,中国农业银行股份有限公司一万家创业板2年定期开放混合型证券投资基金,这是一个基金产品
232890,宝盈金股36号特定多客户资产管理计划,这是一个基金产品
232891,中阅远东精英1号私募证券投资基金,这是一个基金产品
232892,优质远瞻股权投资单一资金信托3号,这是一个基金产品
232893,新湖旭日1号资产管理计划,这是一个基金产品
232894,朗赢鑫晨星家族财富1号私募证券投资基金,这是一个基金产品
232895,金信达1号私募证券投资基金,这是一个基金产品
232896,伟明环保员工持股集合资金信托计划,这是一个基金产品
232897,迎水冠通18号私募证券投资基金,这是一个基金产品
232898,北方信托智慧人生健子二期结构化证券投资集合资金信托计,这是一个基金产品
232899,银领资产1号资产管理计划,这是一个基金产品
232900,传化集团专项资产管理计划,这是一个基金产品
232901,中国工商银行—中银动态策略股票型证券投资基金,这是一个基金产品
232902,尊享3号单一资金信托,这是一个基金产品
232903,诺德基金浦江582号单一资产管理计划,这是一个基金产品
232904,天宝稳健九号私募证券投资基金,这是一个基金产品
232905,融耀定增22号单一资金信托,这是一个基金产品
232906,巨田资源优选混合型证券投资基金,这是一个基金产品
232907,宁夏产业引导基金管理中心(有限公司),这是一个基金产品
232908,德盛小盘投资基金,这是一个基金产品
232909,磐耀金选多头策略1号私募证券投资基金,这是一个基金产品
232910,嘉实资本山鹰纸业定向增发专项资产管理计划,这是一个基金产品
232911,陕西省新材料高技术创业投资基金,这是一个基金产品
232912,祥泰精选1号单一资金信托,这是一个基金产品
232913,合道科创一期私募证券投资基金,这是一个基金产品
232914,长城品质成长混合型证券投资基金,这是一个基金产品
232915,陕国投·永利证券投资集合资金信托计划,这是一个基金产品
232916,广发证券股份有限公司融券专用证券账户,这是一个基金产品
232917,富舜共赢1号集合资金信托计划,这是一个基金产品
232918,琪鼎投资稳中求进二号私募证券投资基金,这是一个基金产品
232919,中国建设银行——光大保德信增利收益债券型证券投资基金,这是一个基金产品
232920,兴业信托·兴享进取彤源1号证券投资集合资金信托计划,这是一个基金产品
232921,新时代信托·丰金476号证券投资集合资金信托计划,这是一个基金产品
232922,循理盛源1号私募证券投资基金,这是一个基金产品
232923,国兵晟乾稳健2号私募证券投资基金,这是一个基金产品
232924,非公开发行2015年可交换债券质押专户,这是一个基金产品
232925,珠海尚颀华金汽车产业股权投资基金(有限合伙),这是一个基金产品
232926,华创限额特定3号分级集合资产管理计划,这是一个基金产品
232927,金谷.信惠182号证券投资集合资金信托计划,这是一个基金产品
232928,中国华电集团财务有限公司,这是一个基金产品
232929,单一类资金信托R2007ZX083,这是一个基金产品
232930,利福锦意一号私募证券投资基金,这是一个基金产品
232931,三方资产正金禄存2号私募证券投资基金,这是一个基金产品
232932,辰阳恒丰1号证券投资基金,这是一个基金产品
232933,华夏3年封闭运作战略配售灵活配置混合型证券投资基金(LOF),这是一个基金产品
232934,滨海1号民生价值集合资产管理计划,这是一个基金产品
232935,弘瑞3号集合资金信托计划,这是一个基金产品
232936,泓德优选成长混合型证券投资基金,这是一个基金产品
232937,平安证券—建行—平安优质成长中小盘股票集合资产管理计划,这是一个基金产品
232938,银叶琢玉精选私募证券投资基金,这是一个基金产品
232939,通怡东风12号私募证券投资基金,这是一个基金产品
232940,博时新兴成长混合型证券投资基金,这是一个基金产品
232941,长城—中行—景顺资产管理有限公司—景顺中国系列基金,这是一个基金产品
232942,康宝灵活配置证券投资基金,这是一个基金产品
232943,富国高质量混合型证券投资基金,这是一个基金产品
232944,万家基金,这是一个基金产品
232945,金信避险证券组合投资系列信托之金鼎信托计划,这是一个基金产品
232946,德邦物流股份有限公司回购专用证券账户,这是一个基金产品
232947,青旅中兵军工精选私募投资基金,这是一个基金产品
232948,汇信1号伊洛私募证券投资基金,这是一个基金产品
232949,天象13号私募证券投资基金,这是一个基金产品
232950,广发中证央企创新驱动交易型开放式指数证券投资基金,这是一个基金产品
232951,泰唯信价值增长股票型证券投资基金,这是一个基金产品
232952,基石价值发现3号私募投资基金,这是一个基金产品
232953,价值成长定向增发235号资产管理计划,这是一个基金产品
232954,聚利48号单一资金信托,这是一个基金产品
232955,新华增怡债券型证券投资基金,这是一个基金产品
232956,沃胜二期管理型证券投资集合资金信托计划,这是一个基金产品
232957,证券行业支持民企发展系列之财达证券6号集合资产管理计划,这是一个基金产品
232958,岳淑秋,这是一个基金产品
232959,秉林1号私募基金,这是一个基金产品
232960,尚雅3期集合信托计划,这是一个基金产品
232961,安华基金,这是一个基金产品
232962,国泰兴益灵活配置混合型证券投资基金,这是一个基金产品
232963,浦泓文武六七私募证券投资基金,这是一个基金产品
232964,博普资产享盈4号私募证券投资基金,这是一个基金产品
232965,常春藤春竹证券投资基金,这是一个基金产品
232966,恒泰一号新型结构化证券投资集合资金信托计划,这是一个基金产品
232967,聚诺定增精选一号私募证券投资基金,这是一个基金产品
232968,社保基金2003组合,这是一个基金产品
232969,华西中域津和2期证券投资集合资金信托计划,这是一个基金产品
232970,新华阿鑫一号保本混合型证券投资基金,这是一个基金产品
232971,国泰金鹏蓝筹价值混合型证券投资基金,这是一个基金产品
232972,景顺长城内续增长开放式证券投资基金,这是一个基金产品
232973,新三板1号资产管理计划,这是一个基金产品
232974,轻盐智选31号私募证券投资基金,这是一个基金产品
232975,永赢永恒一期资产管理计划,这是一个基金产品
232976,晋信天健资金信托,这是一个基金产品
232977,华鑫信托·慧智投资57号结构化集合资金信托计划,这是一个基金产品
232978,外贸信托·多策略优选4号证券投资集合资金信托计划,这是一个基金产品
232979,融享20号结构化证券投资集合资金信托计划,这是一个基金产品
232980,财通资管宸瑞一年持有期混合型证券投资基金,这是一个基金产品
232981,盈科中欧3号特定多客户资产管理计划,这是一个基金产品
232982,泰达宏利价值成长定向增发379号资产管理计划,这是一个基金产品
232983,呈瑞和兴46号私募证券投资基金,这是一个基金产品
232984,烜鼎星辰8号私募证券投资基金,这是一个基金产品
232985,陕国投·鑫鑫向荣98号证券投资集合资金信托计划,这是一个基金产品
232986,润金203号集合资金信托计划,这是一个基金产品
232987,铀链跬步2号私募证券投资基金,这是一个基金产品
232988,银华回报灵活配置定期开放混合型发起式证券投资基金,这是一个基金产品
232989,融临17号结构化证券投资集合资金信托计划,这是一个基金产品
232990,南方基金汇诚共赢1号单一资产管理计划,这是一个基金产品
232991,FH00深,这是一个基金产品
232992,交银施罗德持续成长主题混合型证券投资基金,这是一个基金产品
232993,北信瑞丰点石3号资产管理计划,这是一个基金产品
232994,敦和云栖1号积极成长私募基金,这是一个基金产品
232995,瑞林集合资金信托计划,这是一个基金产品
232996,雅儒价值成长一号新三板投资基金,这是一个基金产品
232997,中国民族证券有限责任公司约定购回证券交易专用证券账户,这是一个基金产品
232998,华润信托·同享共赢1号集合资金信托计划,这是一个基金产品
232999,墨砺15号证券投资集合资金信托计划,这是一个基金产品
233000,国源拾金专享七号私募证券投资基金,这是一个基金产品
233001,东方红先锋2号集合资产管理计划,这是一个基金产品
233002,中信建投精彩理财灵活配置集合资产管理计划,这是一个基金产品
233003,锐誉金牛聚福3号私募证券投资基金,这是一个基金产品
233004,泰达宏利策略分级1号资产管理计划,这是一个基金产品
233005,迎水长丰6号私募证券投资基金,这是一个基金产品
233006,宝源胜知九号私募证券投资基金,这是一个基金产品
233007,工银瑞信增强收益债券型证券投资基金,这是一个基金产品
233008,斯莱克股票投资单一信托计划,这是一个基金产品
233009,财通证券股份有限公司客户信用交易担保证券账户,这是一个基金产品
233010,北信瑞丰基金丰庆9号资产管理计划,这是一个基金产品
233011,至信234号集合资金信托计划,这是一个基金产品
233012,万家共赢万家资本并购重组3号专项资产管理计划,这是一个基金产品
233013,金盛证券投资基金,这是一个基金产品
233014,陕国投·荣耀12号证券投资集合资金信托计划,这是一个基金产品
233015,博时中证全球中国教育主题交易型开放式指数证券投资基金,这是一个基金产品
233016,耀康致远私募证券投资基金,这是一个基金产品
233017,尚盈1号私募基金,这是一个基金产品
233018,时代伯乐定增10号私募股权投资基金,这是一个基金产品
233019,20华夏EB担保及信托财产专户,这是一个基金产品
233020,景顺长城基金国寿股份成长股票型组合单一资产管理计划,这是一个基金产品
233021,迎水日新11号私募证券投资基金,这是一个基金产品
233022,明达证券投资集合资金信托,这是一个基金产品
233023,陈冬琼,这是一个基金产品
233024,中国工商银行—汇添富策略回报股票型证券投资基金,这是一个基金产品
233025,广州市玄元投资管理有限公司—玄元科新90号私募证券投资基金,这是一个基金产品
233026,霆泉新纪元一号私募证券投资基金,这是一个基金产品
233027,南方新能源产业趋势混合型证券投资基金,这是一个基金产品
233028,广博集团股份有限公司回购专用证券账户,这是一个基金产品
233029,朱雀秦兵长泰1号私募证券投资基金,这是一个基金产品
233030,景顺长城基金国寿股份成长股票型组合单一资产管理计划(可供出售),这是一个基金产品
233031,华泰尊享稳进61号单一资产管理计划,这是一个基金产品
233032,恒赢11号集合资金信托计划,这是一个基金产品
233033,鹏华沪深港新兴成长灵活配置混合型证券投资基金,这是一个基金产品
233034,陕国投·庆元8号定向投资集合资金信托,这是一个基金产品
233035,枫池恒运2号私募证券投资基金,这是一个基金产品
233036,泰达宏利价值成长定向增发90号资产管理计划,这是一个基金产品
233037,HUNG,这是一个基金产品
233038,国开泰富基金,这是一个基金产品
233039,宁聚开阳8号私募证券投资基金,这是一个基金产品
233040,兴全定增45号特定多客户资产管理计划,这是一个基金产品
233041,迎水巡洋12号私募证券投资基金,这是一个基金产品
233042,陕国投·持盈6号证券投资集合资金信托计划,这是一个基金产品
233043,中泰资管7722号单一资产管理计划,这是一个基金产品
233044,华安成长先锋混合型证券投资基金,这是一个基金产品
233045,闻天润泽私募证券投资基金,这是一个基金产品
233046,华鑫信托·401号证券投资集合资金信托计划,这是一个基金产品
233047,鹏华中证A股资源产业指数分级证券投资基金,这是一个基金产品
233048,智硕莲花1号私募证券投资基金,这是一个基金产品
233049,福建至诚滚雪球一号,这是一个基金产品
233050,富国中证体育产业指数分级证券投资基金,这是一个基金产品
233051,“辉煌”85号单一资金信托,这是一个基金产品
233052,时间方舟5号私募证券投资基金,这是一个基金产品
233053,投乐定增11号资产管理计划,这是一个基金产品
233054,星城4号集合资产管理计划,这是一个基金产品
233055,红塔红土胜宏科技2022年第一期员工持股单一资产管理计划,这是一个基金产品
233056,德盛红利股票证券投资基金,这是一个基金产品
